"model","latent_dim","use_landmark_genes","batch_size","dense","residual","activation","optimizer","learning_rate","reduce_lr","warmup_lr","drop","epochs","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
"ae","512","1","16","978 978 978 978 978",FALSE,"tanh","rmsprop",0.0983513366407104,TRUE,FALSE,0.692593512500252,454,4.18025773756706,9.12998551341038,6.50517525133677,"1e-06",9.20908189868636,5.5585134784074,FALSE,9.9600480114324,9.72169867235016
"ae","2","1","16","978 978 978",TRUE,"tanh","adam",0.0451859443167651,FALSE,TRUE,0.532047774576698,398,8.83061633485328,0.282880938957515,0.762117582369829,"1e-12",5.14396338458643,3.72998541142675,TRUE,1.43776112184676,5.44880686842402
"ae","8","1","256","978 978 978",TRUE,"tanh","adam",0.0720541769282542,FALSE,TRUE,0.0708894882424269,429,7.57858588384334,4.53456193108462,3.28047527009854,"1e-14",9.7129558306575,7.43453405535314,TRUE,5.55726240879385,0.656752106983756
"ae","2","1","128","978 978 978 978",TRUE,"sigmoid","adam",0.0205366946231683,TRUE,TRUE,0.316593182536704,286,6.69097442411178,8.92079940057274,9.88875701506739,"1e-14",7.81682205224562,5.91727996993344,FALSE,5.24676485720007,9.40587664732683
"ae","512","1","512","978 978 978 978",FALSE,"sigmoid","sgd",0.00617056203097911,TRUE,FALSE,0.683904538784735,318,8.97200707629588,7.3517847387136,8.03322131543769,"1e-12",5.97790982517882,7.77550385340233,TRUE,1.88147340785222,7.76376957266847
"ae","2","1","32","978 978",TRUE,"sigmoid","sgd",0.0508684742000642,TRUE,TRUE,0.673899283691333,119,7.22796341710264,4.93030122297861,4.92034902013373,"1e-14",3.89917251168069,0.212697335949633,FALSE,2.97307299973551,4.05135260586512
"ae","128","1","512","1500 500",FALSE,"sigmoid","sgd",0.0920061087132976,FALSE,TRUE,0.0633328912741388,235,7.39773313456296,7.24471644457802,3.56066920631332,"1e-06",4.30493994287052,4.08094735700171,TRUE,9.24028407166176,1.37567836557814
"ae","2","1","16","1500 500",FALSE,"relu","rmsprop",0.0842473566796927,TRUE,FALSE,0.140603185833071,159,0.781841823802835,0.442557391821008,7.09119207524927,"1e-10",7.9768670989213,1.34978655614541,TRUE,3.33153906851315,2.90975423544461
"ae","512","1","32","978 978 978 978 978 978",FALSE,"sigmoid","sgd",0.0847648539611741,FALSE,TRUE,0.121096604205261,314,9.80203694867397,4.1717801005805,7.998778804217,"1e-10",5.43585494192501,1.53727420257404,FALSE,5.17529832985044,8.37646771335696
"ae","2","1","16","1500 500",TRUE,"relu","adam",0.0586296024156123,TRUE,FALSE,0.512095283074665,461,6.30381633911444,6.98414239379885,1.58547249972122,"1e-08",0.938330239722196,0.283297391097294,TRUE,8.20020222253025,4.49988762483351
"ae","512","1","64","978 978 978 978 978 978",FALSE,"sigmoid","sgd",0.0861749261142831,FALSE,FALSE,0.469554062760354,363,2.89631401247485,2.7549393158112,3.22919924325193,"1e-06",3.75440815277392,2.44835426499252,TRUE,7.31225908440368,6.53022623940686
"ae","512","1","128","978 978 978 978",FALSE,"tanh","adam",0.040748941446187,TRUE,TRUE,0.000221765773301013,499,9.08150153423618,2.39774191625617,0.359215812213952,"1e-12",7.43375438472189,1.63376914342283,FALSE,4.39903721852585,3.12887223397651
"ae","512","1","128","978 978 978 978",FALSE,"sigmoid","adam",0.0476620111336062,FALSE,TRUE,0.572628039053141,339,1.16429822806768,2.35371421025556,8.76356531054131,"1e-06",5.00090665498664,1.37327784397523,FALSE,1.19782716897199,3.21832681324641
"ae","2","1","128","978 978 978 978 978 978",FALSE,"sigmoid","rmsprop",0.0287495173567367,TRUE,FALSE,0.477676326990116,275,3.25207489356159,0.927396141088179,2.6101023481926,"1e-12",0.363880372829808,5.96648550728569,TRUE,6.59727932197549,8.75466802572387
"ae","8","1","64","978 978",FALSE,"sigmoid","adam",0.056516349715887,TRUE,FALSE,0.422495366730716,402,6.12539202093489,2.00837763266277,7.56725158897229,"1e-10",7.29529619959773,5.38485575257335,TRUE,2.4048856165402,9.60593333211117
"ae","32","1","256","978 978 978",FALSE,"relu","sgd",0.0260621122816681,FALSE,TRUE,0.676002696707833,366,4.32384575912525,8.21288045782304,9.78115791688091,"1e-08",9.72339325351363,6.73867644539219,TRUE,0.60780795778277,8.70013945547365
"ae","2","1","32","978 978 978",TRUE,"relu","rmsprop",0.0366276687958144,FALSE,FALSE,0.186789497145556,375,0.388713288608481,2.93714896203618,1.29517206995864,"1e-14",1.56157667160303,1.51229529542965,TRUE,0.85376045486438,1.39814640362009
"ae","128","1","64","978 978 978 978 978 978",FALSE,"relu","rmsprop",0.0527265046737095,TRUE,FALSE,0.504411022753618,123,2.32820439792871,3.75753429986221,1.00461387520307,"1e-10",7.13805887098767,8.97332036566921,FALSE,2.74924320052202,2.8220576984173
"ae","2","1","256","978 978 978 978",FALSE,"sigmoid","adam",0.0451035378394847,TRUE,FALSE,0.197758440105245,479,6.74399688593749,2.04466257858145,3.0236459575349,"1e-08",0.44793731200303,3.14994458980276,FALSE,1.3398685834875,4.79314311468548
"ae","128","1","64","978 978 978 978 978 978",TRUE,"sigmoid","rmsprop",0.0931574735097269,TRUE,TRUE,0.33716180285333,463,4.95808400826493,0.246856645566036,4.49942314217333,"1e-14",0.546800450663834,2.52630559838261,FALSE,1.91037997257874,3.27708929710289
"ae","128","1","256","978 978",TRUE,"sigmoid","rmsprop",0.0943859320138549,TRUE,FALSE,0.315768780532933,116,4.13635218518424,9.64398960273784,5.53726185072795,"1e-08",8.8333485008081,6.56560288795619,TRUE,6.80653215295548,3.16634108212677
"ae","512","1","128","978 978 978 978 978",FALSE,"sigmoid","rmsprop",0.0529379064914081,FALSE,TRUE,0.113143709283834,296,4.51825130930937,2.77342571915961,1.09552164460765,"1e-14",7.57555939463256,1.14455042397371,FALSE,2.45722810439783,2.98818600157501
"ae","32","1","64","978 978 978 978 978 978",TRUE,"tanh","sgd",0.0765352521745968,FALSE,TRUE,0.709706754195993,206,8.06299871364462,4.34404159141778,2.00583098835195,"1e-14",2.27154485322079,4.09116486858809,TRUE,6.62942065428087,7.87327464161954
"ae","8","1","64","978 978 978 978 978",TRUE,"sigmoid","rmsprop",0.0992722075181553,TRUE,FALSE,0.811644655377022,489,6.84163227883452,3.74540445973149,2.41987603502115,"1e-14",2.08610366181088,0.148009662425611,FALSE,4.69680445635737,3.69334337177183
"ae","8","1","128","978 978 978 978 978",TRUE,"tanh","rmsprop",0.0441252620517294,FALSE,TRUE,0.172484646093438,362,1.68490430470721,4.39369179541869,9.39651602564845,"1e-12",1.57208038653618,6.54762501373771,FALSE,7.07501222169371,4.25367217991237
"ae","128","1","32","978 978 978",FALSE,"relu","adam",0.00483559380099776,FALSE,FALSE,0.188900727935904,291,7.66215468340341,4.46984879707936,8.6374539309286,"1e-08",5.78379305319636,8.3339564794302,TRUE,9.35903420243917,7.08448131744544
"ae","8","1","256","1500 500",FALSE,"tanh","sgd",0.0740244969480814,FALSE,FALSE,0.634217286517296,173,5.33759321185394,3.10416221868812,0.883155509782955,"1e-06",9.7793097050385,8.87734868884785,FALSE,3.758435427397,9.32527830414264
"ae","2","1","128","1500 500",TRUE,"relu","rmsprop",0.00741588276057096,TRUE,TRUE,0.124369955305313,262,1.34575282804732,7.73022477472748,8.54517554649734,"1e-08",7.02132554289026,0.538375133816153,TRUE,9.89503124443321,4.21647655157249
"ae","128","1","512","978 978 978 978",FALSE,"sigmoid","adam",0.042901133376954,TRUE,TRUE,0.0405410395295243,414,2.36011326317283,1.23253063640033,0.289608059906168,"1e-10",9.44189976278748,4.55079676808789,FALSE,7.42495248611773,2.66120271304632
"ae","512","1","32","978 978 978",TRUE,"tanh","sgd",0.0582164270598789,TRUE,TRUE,0.19432063361546,367,8.65622561444821,7.71859376604238,2.20284559741034,"1e-14",2.52771320351714,1.02619344718638,FALSE,6.3226981730783,7.44166904832271
"ae","128","1","16","978 978 978 978 978 978",TRUE,"relu","rmsprop",0.0665507871915203,TRUE,FALSE,0.46401956132201,213,4.53632590564251,5.09408008839885,8.56642883856315,"1e-10",9.63983884933016,7.2258316111064,TRUE,3.32994128923864,6.43619112816667
